cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	add_156	séwo	NA	NA	to rent	menyewa	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_157	tio'ata	NA	NA	everyone	semua orang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_158	ditoehè	NA	NA	to inoculate	menyuntik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_159	tilong	NA	NA	to contain	mengandung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_160	daawát	NA	NA	ink	tinta	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_161	dilawàn	NA	NA	to pour out	menuangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_162	ngiboetoe	NA	NA	to swallow	menelan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_163	mênoempàng	NA	NA	to lodge with	bersarang dengan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_164	màngasili	NA	NA	to salt	menggarami	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_165	laleu	NA	NA	a pity	sangat disayangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_166	agêmè	NA	NA	itch	gatal	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_167	bachaian	NA	NA	a coat	mantel	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_168	moeràha	NA	NA	jakken	jakken	NA	NA	NA	NA	NA	NA					<? Dutch unclear>		NA	NA	NA
the Seumalur 1912 list	add_169	talitjaoe	NA	NA	cable	kabel	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_170	djaloer	NA	NA	chance	kesempatan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_171	gêdong	NA	NA	cupboard	lemari	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_172	bènting	NA	NA	barracks	barak	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_173	soerou	NA	NA	church	gereja	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_174	djirat	NA	NA	cemetery	pemakaman	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_175	lonè	NA	NA	keel of a ship	lunas kapal	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_176	ili	NA	NA	to choose from	memilih dari	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_177	mengadoe	NA	NA	to complain	mengeluh	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_178	bahajàn	NA	NA	dress	berpakaian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_179	sàpé	NA	NA	to pinch, jam	mencubit, menjepit	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_180	kalobàng	NA	NA	machete	parang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_181	goeting	NA	NA	to cut (with scissors)	memotong (dengan gunting)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_182	koewa	NA	NA	cuckoo	kukuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_183	soenkit	NA	NA	crowbar	linggis	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_184	lengel badoe	NA	NA	collar	kerah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_185	gouw	NA	NA	to scratch	menggaruk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_186	gêdi	NA	NA	jar	toples	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_186	koeri	NA	NA	jar	toples	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_187	tin	NA	NA	stove	kompor	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_188	padomàn	NA	NA	compass	kompas	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_189	atoenè	NA	NA	to cost	biaya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_190	aho'i	NA	NA	grain	biji-bijian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_191	longkop	NA	NA	cork	gabus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_192	glis	NA	NA	chaste	suci	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_193	avosi	NA	NA	angry	marah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_194	wéh péràk	NA	NA	mercury	merkuri	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_195	sítólí	NA	NA	wagtail (bird)	wagtail (burung)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_196	banoe mansiloe	NA	NA	spittoon	meludah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_197	ngàng	NA	NA	finished, completed	selesai, lengkap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_198	alisi	NA	NA	to load	memuat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_199	têto àté nit	NA	NA	cowardice	pengecut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_200	atoerie	NA	NA	to teach	mengajar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_201	manjatoerie	NA	NA	to learn	belajar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_202	bêlàs	NA	NA	leaky	bocor	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_203	mamès	NA	NA	tasty	enak	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_204	alingaling	NA	NA	loins	pinggul	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_205	sàndàr	NA	NA	to lean	bersandar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_206	alévàn	NA	NA	railing	pagar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_207	mêntoelani bàtjo	NA	NA	to read	membaca	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_208	marí'in	NA	NA	nice	bagus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_209	laboetani	NA	NA	corn (on foot)	jagung (berjalan kaki)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_210	ènèn	NA	NA	linen	linen	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_211	rènda	NA	NA	ribbon	pita	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_212	kitjo màtà	NA	NA	to ogle	melirik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_213	soelot	NA	NA	matches	cocok	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_214	palawan	NA	NA	mood	suasana hati	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_215	goedàng	NA	NA	storehouse	gudang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_216	mêdi'in	NA	NA	to make	membuat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_217	màrmor	NA	NA	marble	marmer	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_218	avin	NA	NA	to accompany	menemani	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_219	tapong	NA	NA	flour	tepung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_220	nidalahanè	NA	NA	apinion	pendapat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_221	lapé	NA	NA	leprous	kusta	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_222	maligé	NA	NA	melon	melon	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_223	malilin	NA	NA	to mix	mencampur	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_224	malaleu	NA	NA	pity	kasihan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_225	bèrè'è	NA	NA	it should not ...	seharusnya tidak ...	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_226	màngol màngol	NA	NA	difficult	sulit	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_227	kling	NA	NA	mussel	kerang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_228	amoenoe ate	NA	NA	to murder	membunuh	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_229	an têhèbàllal	NA	NA	dinner	makan malam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_230	mè tédai	NA	NA	middle	tengah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_231	sedang	NA	NA	mediocre	biasa-biasa saja	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_232	pamoera	NA	NA	generous	murah hati	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_233	bêtilenjàng	NA	NA	nude	telanjang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_234	satàbàn	NA	NA	beside	disamping	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_235	roegie	NA	NA	disadvantage	ketidak beruntungan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_236	njànpikin	NA	NA	to throw down	untuk membuang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_237	talon	NA	NA	to put down	untuk meletakkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_238	marinpê'èl	NA	NA	humble	rendah hati	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_239	vèrloe	NA	NA	necessary	perlu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_240	sêlamanèh bah	NA	NA	never	tidak pernah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_241	bow pala	NA	NA	nutmeg	pala	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_242	goenonè	NA	NA	use, benefit	penggunaan, manfaat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_243	tíràm	NA	NA	oyster	tiram	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_244	gàtja	NA	NA	elephant	gajah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_245	nírísé	NA	NA	to embrace	untuk merangkul	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_246	díkintjo	NA	NA	to stir	untuk mengaduk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_247	gàndjir	NA	NA	impolite	tidak sopan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_248	atarí àkàl	NA	NA	naughty	nakal	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_249	gàntjir	NA	NA	uneven	tidak merata	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_250	kiro-kiro	NA	NA	about, approximately	sekitar, kira-kira	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_251	inàng bàlàlia	NA	NA	recently	baru-baru ini	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_252	an màlaboe	NA	NA	breakfast	sarapan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_253	bàh nedih	NA	NA	to be lacking	menjadi kurang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_254	madedé'in	NA	NA	to remember	diingat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_255	mènsíboeha	NA	NA	to meet	bertemu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_256	tarimo	NA	NA	to receive	menerima	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_257	bêlàk	NA	NA	to inflame	memicu, membakar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_259	ta'on	NA	NA	to hold up	mengangkat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_260	roeroe	NA	NA	to take up	mengambil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_261	roeroe	NA	NA	to pick up	mengambil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_262	roeroe	NA	NA	to lift	mengangkat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_263	ivolok	NA	NA	to roll up	menggulung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_264	abajoe	NA	NA	to stand up	berdiri	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_265	mavin	NA	NA	to succeed	berhasil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_266	mèngamolong	NA	NA	to surrender to the enemy	menyerah kepada musuh	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_267	njamolong	NA	NA	to hand over	menyerahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_268	tèroiloengè	NA	NA	to spend the night	bermalam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_269	mèsítabàn	NA	NA	to cross (road)	menyeberang (jalan)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_270	sitaban	NA	NA	the other side	sisi lain	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_271	sa pàsàng	NA	NA	one pair	satu pasang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_272	moetí'ara	NA	NA	pearl	mutiara	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_273	idjou	NA	NA	violet	ungu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_274	abé-abé	NA	NA	parcel	bingkisan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_275	oetoi	NA	NA	eel (saltwater)	belut (air asin)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_276	sawali	NA	NA	eel (freshwater)	belut (air tawar)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_277	bêrêpoe	NA	NA	cap	topi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_278	a'on a'on	NA	NA	pest	hama	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_279	tongga	NA	NA	pillar	pilar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_280	bamè	NA	NA	to put	menempatkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_281	lantjà sjavêlà	NA	NA	square	persegi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_282	níraboei	NA	NA	to plunder	menjarah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_283	làmponè	NA	NA	lint	serat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_284	bàgàng	NA	NA	private	pribadi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_285	lêbàng	NA	NA	well	baik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_286	don mahi'el	NA	NA	pingatoe	pingatoe	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_287	don aloes	NA	NA	powders	bubuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_288	pietnè	NA	NA	yard	halaman	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_289	mêting	NA	NA	edge	tepi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_290	malahàr	NA	NA	grater	parutan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_291	hoekoer	NA	NA	to grate	memarut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_292	adil	NA	NA	just, righteous	adil, benar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_293	itoeng	NA	NA	to calculate	menghitung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_294	taropàn	NA	NA	to aim	membidik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_295	éloe'àn	NA	NA	river-mouth	mulut sungai	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_296	amoeri	NA	NA	rudder	kemudi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_297	agêng	NA	NA	soot	jelaga	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_298	awala màngoera	NA	NA	pink	merah muda	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_299	mongol	NA	NA	rock	batu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_300	ní'alo'ien	NA	NA	to roll	berguling	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_301	linkàr	NA	NA	to go around	berkeliling	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_302	màngàn rokó	NA	NA	to smoke	merokok	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_303	taropàn	NA	NA	to rob	merampok	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_304	tinkap tjamèn	NA	NA	pane of glass	panel kaca	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_305	panung ku'àn	NA	NA	to smell	mencium	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_306	ri'èl nonna	NA	NA	dollar	dolar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_307	sol	NA	NA	brush	sikat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_308	koenting	NA	NA	scissors	gunting	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_309	alí'àn	NA	NA	scorpion	kalajengking	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_310	sêdí'íe'ê	NA	NA	cleverness	kepandaian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_311	malahili	NA	NA	fright	ketakutan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_312	koeròp	NA	NA	scabies	kudis	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_313	biloe	NA	NA	boat	perahu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_314	mosiha	NA	NA	to tear	merobek	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_315	toenkoel	NA	NA	ciggarette	cerutu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_316	anàk hoentji	NA	NA	key	kunci	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_317	hoentji	NA	NA	lock	kunci	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_317a	dendeng oeloe	NA	NA	veil	kerudung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_318	longkap	NA	NA	to lock	mengunci	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_319	nànàm	NA	NA	to taste	secukupnya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_320	angêlàngêr	NA	NA	to snore	mendengkur	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_321	tilong	NA	NA	to cut	memotong	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_322	malí	NA	NA	strong	kuat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_323	aloewàn	NA	NA	prow (of ship)	berani	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_324	nisongèn	NA	NA	to stab		NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_325	ajiran	NA	NA	sidewalk		NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_326	krosai	NA	NA	chair		NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_327	malawàn	NA	NA	audacious		NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_328	maloeloe	NA	NA	stiff	kaku	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_329	sìnàssá	NA	NA	straw	jerami	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_330	atop	NA	NA	to save	menyimpan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_331	kêtàp	NA	NA	pin	pin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_331	pêniti	NA	NA	pin	pin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_332	boeha	NA	NA	blanket	selimut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_333	samin	NA	NA	mirror	cermin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_334	mibélàh	NA	NA	to split	membagi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_334	abêta'	NA	NA	to split	membagi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_335	mèdja	NA	NA	table	meja	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_336	ngedé'in	NA	NA	to draw	menggambar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_337	kabênsi'àn	NA	NA	aversion	keengganan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_338	bilàng	NA	NA	to count	menghitung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_339	olong	NA	NA	to return	kembali	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_340	èla mêria	NA	NA	to draw back	menarik kembali	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_341	warna	NA	NA	colour	warna	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_342	agêsi	NA	NA	wrath	murka	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_343	atêri	NA	NA	to show	menunjukkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_344	malaleu	NA	NA	affectionate	kasih sayang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_345	ba'idjin	NA	NA	to allow	mengizinkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_346	mêndjago	NA	NA	to watch	menonton	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_347	anoe roengàng	NA	NA	funnel	corong	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_348	èla	NA	NA	to pull	menarik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_349	doewabàngon	NA	NA	of two kinds	dari dua jenis	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_350	goendalahàn	NA	NA	doubt	keraguan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_351	bêdêawa	NA	NA	to quarrel	bertengkar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_352	mata'o	NA	NA	time	waktu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_353	sênàng	NA	NA	content	konten	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_354	haloewàr	NA	NA	to go out	untuk keluar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_355	talójol	NA	NA	to slip	menyelinap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_356	ní'ala	NA	NA	to lend	meminjamkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_357	ni intjit	NA	NA	to squeeze out	memeras	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_358	pompa	NA	NA	to pump out	memompa keluar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_359	asolo	NA	NA	to take a rest	beristirahat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_360	mamêlé male	NA	NA	to scold	memarahi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_361	bàngoen	NA	NA	a view	pemandangan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_362	hoewa	NA	NA	to fall	jatuh	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_363	rada	NA	NA	to catch	menangkap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_364	la'oet	NA	NA	to fasten	mengencangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_365	bàlàl boewàssi	NA	NA	day of fasting	hari puasa	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_366	palong	NA	NA	cask	tong	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_367	bibi	NA	NA	hide	menyembunyikan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_368	lillé	NA	NA	to change	berubah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_369	dila'oet	NA	NA	bandage	perban	NA	NA	NA	NA	NA	NA							NA	NA	NA
